address,ins,outs,inAmount,outAmount,timeBetween,isContract,sybil
0xa93a4c25bc4c5395c66adfb53e264bd870ca2876,0,1,0,0,0,0,1
0x9d9cd7564a569ea43e194505f60d03ce51f1a5ca,2,2,0.531,0.488,1035633,0,0
0xb51feac0cd237084760c24e78aaba5233ce09491,0,1,0,0,0,0,1
0x084b1c3c81545d370f3634392de611caabff8148,0,1,0,0,0,1,1
0xb11346cb9d9d95ec9b35918b60bb2021552ff987,4,0,0,0,689047,0,0
0x6b175474e89094c44da98b954eedeac495271d0f,0,3,0,0,406,1,1
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,3,0,0,2102,1,0
0x6f922284798de645e8bc1040450d32bde963c992,0,1,0,0,0,0,1
0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,2,0,0.01,303,1,1
0x8f004fc6325c21469cfde678b05eebc08985ecf5,0,1,0,0.12,0,0,1
0x27e9f4748a2eb776be193a1f7dec2bb6daafe9cf,1,0,0.277,0,0,0,1
0x12a46ed2fe675b13d176578daaedf72ad4c01080,0,1,0,246.0,0,0,1
0x4976fb03c32e5b8cfe2b6ccb31c09ba78ebaba41,0,1,0,0,0,1,0
0x28c6c06298d514db089934071355e5743bf21d60,1,0,0.325,0,0,0,1
0xbf495835a55dd4d015a0c6c8368076b37128e18c,0,1,0,30.0,0,0,1
0x0310d51099e767c737720b3a03cbfe2df590560d,0,1,0,0,0,0,1
0x283af0b28c62c092c9727f1ee09c02ca627eb7f5,0,6,0,0.024,190,1,1
0xe76512732b1e49eb259dfc6d9d49e4c5dac6a75c,0,2,0,0,92667,0,1
0x89509aa1d14a8e1e5364ec4c3b041213bcdbe08d,0,1,0,0,0,0,1
0x5f8e432e6aba2e01ba231da025bb0a3aa72110a6,1,0,0.003,0,0,0,1
0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429,0,1,0,0,0,0,0
0x6cca59bd5edab15fcf89eed4df672ca8a49fd820,0,1,0,1.058,0,0,1
0xdfd5293d8e347dfe59e90efd55b2956a1343963d,1,0,0.099,0,0,0,1
0xc098b2a3aa256d2140208c3de6543aaef5cd3a94,1,0,0.054,0,0,0,1
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0,1,0,0,0,1,0
0x398ec7346dcd622edc5ae82352f02be94c62d119,0,1,0,0,0,1,0
0xa85feb7b33103718195b446e5c6715f0b4232889,0,1,0,0,0,0,0
0x7761882047c76b7814f8528eef13f2681a4c2d40,0,2,0,0.05,438444,0,0
0x625ae63000f46200499120b906716420bd059240,0,1,0,0,0,1,0
0x5faa989af96af85384b8a938c2ede4a7378d9875,0,3,0,0,38,0,1
0xa5d74928197e06f065c9bf8ddd5c26bd3eb700a9,0,1,0,0.986,0,0,1
0x7cd9353471bd97bc63f1ae0e11bfefcc52a22275,0,1,0,0.02,0,0,1
0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0,2,0,0,3537841,1,1
0xb6728bff344e2109dbb3a0c153cad65ec4bdb736,0,8,0,0.016,224206,0,1
0x9696f59e4d72e237be84ffd425dcad154bf96976,1,0,0.132,0,0,0,1
0x80c67432656d59144ceff962e8faf8926599bcf8,2,0,0.057,0,1846889,0,1
0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,0,3,0,0,628648,1,0
0xf20511246129d7b3d676b05eaaec36da4889216f,0,1,0,0,0,0,1
0x981c8ecd009e3e84ee1ff99266bf1461a12e5c68,0,1,0,0.55,0,0,1
0x7d655c57f71464b6f83811c55d84009cd9f5221c,0,10,0,0.005,5105,1,1
0x62ca898dd70d4ad44552f9a9027ee45bd7a47ce0,0,1,0,0,0,0,0
0x495f947276749ce646f68ac8c248420045cb7b5e,0,2,0,0,12634,0,0
0x01a54a3f03e9ead16321726f7f9938e71b17c8d8,0,3,0,0,1292878,0,0
0x9e8fab94cada52a584ec6f10042c3bb165e79114,0,1,0,0,0,0,0
0xae7ab96520de3a18e5e111b5eaab095312d7fe84,0,1,0,1e-05,0,1,1
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0,2,0,0,881,1,1
0xf4e9542ae9e13aba6531a14d63fe0c52fe5d6d76,0,2,0,1.138,185429,0,1
0x4cd0c43b0d53bc318cc5342b77eb6f124e47f526,0,2,0,0,6558779,0,1
0x49ee65fc24fb0157cc47948f332cab4ded046f54,0,1,0,0,0,0,1
0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,1,0,0.021,0,0,0,1
0x7f7d6c12b45c430f6e2b0edb5d1aa34aa2d7b6b2,0,1,0,0.022,0,0,1
0x084b1c3c81545d370f3634392de611caabff8148,0,1,0,0,0,1,0
0xc98d64da73a6616c42117b582e832812e7b8d57f,0,1,0,0,0,0,1
0x74312363e45dcaba76c59ec49a7aa8a65a67eed3,0,2,0,0.009,509757,0,1
0xbb96d92c7f873259a1e25e0103b1b54562178eea,2,0,0.000,0,2492522,0,1
0x987fb80b5e8646a2dc4c276881484bd442d645f3,0,1,0,0.3,0,0,1
0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0,6,0,0.218,415525,1,1
0xd5d86fc8d5c0ea1ac1ac5dfab6e529c9967a45e9,0,1,0,0,0,0,0
0x1b46a4b50c7ee6b50e5c57458db3736511e9e48f,0,3,0,0,559138,0,1
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,1,0,1.002,0,1,1
0xa0feaf0070267a593d30c1f52874ff68e18d1c77,0,1,0,0,0,1,0
0xf20511246129d7b3d676b05eaaec36da4889216f,0,1,0,0,0,0,1
0x20d4db1946859e2adb0e5acc2eac58047ad41395,0,1,0,0,0,0,1
0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,0,1,0,0.000,0,1,1
0x8f0b47949e30a91bc9b05b202eafcb34354f8ff6,0,1,0,0.3,0,0,0
0x563b377a956c80d77a7c613a9343699ad6123911,1,0,0.069,0,0,0,0
0x2ba592f78db6436527729929aaf6c908497cb200,0,2,0,0,14100,1,0
0xd93206bd0062cc054e397ecccdb8436c3fa5700e,0,1,0,0,0,0,1
0xb8901acb165ed027e32754e0ffe830802919727f,0,1,0,0.012,0,0,1
0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,1,0,0.128,0,0,0,1
0x4976fb03c32e5b8cfe2b6ccb31c09ba78ebaba41,0,1,0,0,0,1,1
0xc9a42690912f6bd134dbc4e2493158b3d72cad21,0,1,0,0,0,0,1
0x85917d42315734cfd735e1c35469ed685de71d80,0,2,0,0.005,52,0,1
0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0,1,0,0,0,1,1
0xdac17f958d2ee523a2206206994597c13d831ec7,0,1,0,0,0,1,1
0x633b7218644b83d57d90e7299039ebab19698e9c,0,1,0,1e-05,0,0,1
0x9133462003ad4b00668b1fd013ac4abca50897af,2,0,96.0,0,2461436,0,1
0x0417912b3a7af768051765040a55bb0925d4ddcf,0,1,0,0,0,0,0
0x283af0b28c62c092c9727f1ee09c02ca627eb7f5,0,2,0,0.016,1969,1,1
0xc8f7e62532b19a3ffce589c0047d29d492e03835,0,1,0,0,0,0,1
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0,2,0,0,4193412,1,1
0x38a8d1876cda208cdd745776df3ff6e3b581e8a5,0,1,0,0,0,0,1
0x5183ee697c9ba7f70d6913c5fe4c26c9544b9840,0,1,0,0,0,0,0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,3,0,0,32014,1,0
0xda6786379ff88729264d31d472fa917f5e561443,0,3,0,0.238,5052560,1,0
0x883e9ef3391a43daba2dff04b64b1f2921e55c1a,0,2,0,0,140267,0,1
0x5a98fcbea516cf06857215779fd812ca3bef1b32,0,1,0,0,0,1,1
0x2362843745615368f4ef0a43d7502353649c0783,0,1,0,0,0,0,1
0x6b175474e89094c44da98b954eedeac495271d0f,0,4,0,0,469550,1,0
0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0,1,0,0.000,0,1,1
0x6958f5e95332d93d21af0d7b9ca85b8212fee0a5,0,1,0,0.075,0,1,0
0xa2df9e5b5f3ade1bc3bc0840055c55dd0b4a8888,1,1,0.146,0.148,265320,0,1
0x1afb69dbc9f54d08dab1bd3436f8da1af819e647,0,8,0,0,2435506,0,1
0xeca377328961b6859a47c8a4eae09d364413ddf2,0,11,0,0.915,384942,0,0
0x1c7e83f8c581a967940dbfa7984744646ae46b29,0,1,0,0,0,0,1
0x606073505f003171e82a4634be7a7071a4e47c43,4,0,144.0,0,855368,0,1
0x46312d82dafb02a1f774101bf87c6ee870525fb4,1,0,0.017,0,0,0,1
0xca21d4228cdcc68d4e23807e5e370c07577dd152,0,3,0,0,1024135,0,1
0xb9e9b77c5a930903c4fb0c34b6e2bb2c7dc90d75,0,1,0,0,0,0,1
0x9eeab5dacad364017c400bfbf717543a0e3c35cb,0,1,0,0,0,0,0
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0,1,0,0,0,1,0
0xe76512732b1e49eb259dfc6d9d49e4c5dac6a75c,0,2,0,0,38630,0,1
0x88ad09518695c6c3712ac10a214be5109a655671,0,1,0,0,0,0,0
0x71248eea7672ecd741f013caea698a5b72b0d61e,1,0,0.15,0,0,0,1
0xbf92a355c73de74969a75258e02a15a2764d4970,0,1,0,0,0,0,1
0x1e06b4e9309f5e664b19a5179966ba5dbd903bec,0,1,0,0,0,0,1
0x99c9fc46f92e8a1c0dec1b1747d010903e884be1,0,2,0,0.03,169483,1,0
0x0966a53f2533eaf01d0bb2fa0e2274f3002287f1,0,1,0,0,0,0,1
0xd1c33f20243792c0d971451772ab83364dc9b8c0,0,1,0,0,0,0,1
0x6ad3dac99c9a4a480748c566ce7b3503506e3d71,0,3,0,0.123,952,0,1
0x56eddb7aa87536c09ccc2793473599fd21a8b17f,1,0,0.022,0,0,0,1
0xd93206bd0062cc054e397ecccdb8436c3fa5700e,0,1,0,0,0,0,1
0xab233e67eed80d103f051126ad6d8c93d9f521a2,3,0,1.490,0,350828,0,1
0x4976a4a02f38326660d17bf34b431dc6e2eb2327,1,0,0.059,0,0,0,1
0xf4bbe3efe23041b419f75a12b02635a0ab3ef08f,1,0,1.0,0,0,0,0
0xdac17f958d2ee523a2206206994597c13d831ec7,0,2,0,0,33527,1,0
0x9e3382ca57f4404ac7bf435475eae37e87d1c453,0,2,0,0,2060602,0,1
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0,2,0,0,8873,1,0
0x8d8c4b0f4ef116f6e9de1fd7d3b51b71785c4ee3,0,4,0,0,69940,0,1
