address,ins,outs,inAmount,outAmount,timeBetween,isContract,sybil
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,1,0,99.99,0,0,0,0
0x9213256fe89fa0428e8546910a8d78180dbbdc38,0,2,0,0.05,13200178,0,1
0x10fb0f8860c11cccdf85f2f56e3b8e1ddeb2ba3f,0,1,0,0,0,0,1
0xae7ab96520de3a18e5e111b5eaab095312d7fe84,0,3,0,0.4,97352,1,1
0xd152f549545093347a162dce210e7293f1452150,0,1,0,0,0,1,1
0xaead79252263096fb64741bfe909181888e92118,0,1,0,0.21,0,0,1
0x2dd8d27f8685ba2cb8b6dec66d756fee2fa77886,0,1,0,0,0,0,1
0x9008d19f58aabd9ed0d60971565aa8510560ab41,0,6,0,0,12492,0,0
0x9008d19f58aabd9ed0d60971565aa8510560ab41,0,6,0,0,742,0,0
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0,1,0,0,0,1,0
0xb00acfc58856ec0ec240138a7f2799ae1e33d577,0,1,0,0.013,0,0,1
0x1e06b4e9309f5e664b19a5179966ba5dbd903bec,0,1,0,0,0,0,1
0x16f78145ad0b9af58747e9a97ebd99175378bd3d,0,2,0,0,523,0,1
0x3dcd44e97ff9fd6c449ed479aee9bbdaee963ba3,1,2,0.03,0.029,1464836,0,1
0x0681d8db095565fe8a346fa0277bffde9c0edbbf,4,0,5.396,0,6420102,0,0
0xa5409ec958c83c3f309868babaca7c86dcb077c1,0,1,0,0,0,1,1
0x76e2cfc1f5fa8f6a5b3fc4c8f4788f0116861f9b,0,4,0,0,3226592,1,0
0xca21d4228cdcc68d4e23807e5e370c07577dd152,0,1,0,0,0,0,1
0x1559fa1b8f28238fd5d76d9f434ad86fd20d1559,0,3,0,0,1034328,0,1
0x6ad3dac99c9a4a480748c566ce7b3503506e3d71,0,1,0,0,0,0,1
0xae7ab96520de3a18e5e111b5eaab095312d7fe84,0,1,0,0.021,0,1,1
0xe1fb64bcefd7392aa0ec39354618ac48a5ddc501,0,1,0,0,0,0,1
0x7d655c57f71464b6f83811c55d84009cd9f5221c,0,1,0,0.014,0,1,0
0x9d7255b9d4125fd2647c71d7ed1226aac444cb2a,0,1,0,0,0,0,1
0xbf58264108f3ee2b444b8229f384ecb0ba86c21d,1,0,3.060,0,0,0,0
0x8bd6323a5c4ace4e19619e3058f2a4a8040d13ab,0,2,0,0.215,6845337,0,1
0xa507eeb5104e74413642b91caa3a9bbdc7b979f9,0,1,0,3.108,0,0,0
0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,0,2,0,0,11567726,1,0
0xc4a748e668b5abf8055bf814091261251343c2e1,0,1,0,0,0,0,1
0x1b2f6fc53317e8bb3ec22a85df19af41cdac093c,1,0,0.007,0,0,0,1
0x283af0b28c62c092c9727f1ee09c02ca627eb7f5,0,2,0,0.004,196,1,1
0xd569d3cce55b71a8a3f3c418c329a66e5f714431,0,1,0,0.635,0,1,1
0x56eddb7aa87536c09ccc2793473599fd21a8b17f,2,0,0.049,0,595425,0,1
0xff44b937788215eca197baaf9af69dbdc214aa04,0,1,0,0,0,0,1
0x06d95b328761a062fd200729e1c868147004ba44,0,2,0,0.028,4450170,0,0
0xdda89b525155d60056920776019ea43b6f5a0f42,0,1,0,3.060,0,0,0
0x9d9cd7564a569ea43e194505f60d03ce51f1a5ca,2,1,2.517,2.472,949734,0,0
0x3a647b4e245ee3ec5dfe76fd97ff8f8f367b454b,1,0,0,0,0,0,1
0x9ad37205d608b8b219e6a2573f922094cec5c200,0,1,0,0,0,0,1
0x7a524c7e82874226f0b51aade60a1be4d430cf0f,0,2,0,0,1519,0,1
0x18f758c749c67aeac1faf14e9df9c68026606a23,0,1,0,0,0,0,1
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,2,0,2.0,80,1,0
0x084b1c3c81545d370f3634392de611caabff8148,0,1,0,0,0,1,1
0xfbc0ac15b838bfdfadd6c5330178bd8a84f8d6e0,1,0,0.445,0,0,0,1
0xecbbae02f5d24740f9da6ca9e564fd62a3190f74,0,1,0,0,0,0,1
0x51e613727fdd2e0b91b51c3e5427e9440a7957e4,0,2,0,0.289,2539,1,0
0xd5a7f09d6deaadb11bb23d4d59622cc74736a476,0,1,0,0,0,0,0
0x883e9ef3391a43daba2dff04b64b1f2921e55c1a,0,1,0,0,0,0,1
0x16f78145ad0b9af58747e9a97ebd99175378bd3d,0,3,0,0,7203,0,1
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0,1,0,0,0,1,0
0x00000000006c3852cbef3e08e8df289169ede581,0,4,0,0.122,20810,0,1
0xd551234ae421e3bcba99a0da6d736074f22192ff,1,0,1.005,0,0,0,0
0x3f0a9e4d1b545b0909273d935a675d7e8bed6ec4,2,1,0.2,0.2,3930587,0,1
0x79367786c62e20f4488111d8d33a5011e35b61a2,0,2,0,0,3600,0,1
0xbf92a355c73de74969a75258e02a15a2764d4970,0,1,0,0,0,0,1
0xda22422592ee3623c8d3c40fe0059cdecf30ca79,0,1,0,0,0,0,1
0x71ca599504fbd1cf31976a6c1f54f3a539bfd5f1,0,1,0,0,0,0,0
0xdac17f958d2ee523a2206206994597c13d831ec7,0,2,0,0,332286,1,1
0x9008d19f58aabd9ed0d60971565aa8510560ab41,0,1,0,0,0,0,0
0x7e5ce10826ee167de897d262fcc9976f609ecd2b,1,0,1.0,0,0,0,0
0xdda89b525155d60056920776019ea43b6f5a0f42,1,0,3.041,0,0,0,0
0x9696f59e4d72e237be84ffd425dcad154bf96976,1,0,0.196,0,0,0,1
0xd152f549545093347a162dce210e7293f1452150,0,1,0,5.95,0,1,0
0x15fc078b9f77a22113301d2f3182d73a21a3c51d,0,1,0,0.2,0,0,0
0x7ba58e0c0d47310357e67b2ae9ac198fc8f6c7f2,0,1,0,0.010,0,0,1
0x8c75ce2ad82f7a00860a0ed5728afeef183ecadc,0,1,0,0.032,0,0,1
0xe087f94c3081e1832dc7a22b48c6f2b5faae579b,0,1,0,0,0,0,1
0x21126ac61093260d2f2ff826395885dcde37ffa2,1,1,0.03,0.03,16775,0,1
0xc689b9d84124bfd48c8c3ccf0cb10f2a368718e9,0,1,0,0.001,0,0,1
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,3,0,0,2330,1,0
0xa5025faba6e70b84f74e9b1113e5f7f4e7f4859f,0,1,0,0.140,0,1,1
0xa7efae728d2936e78bda97dc267687568dd593f3,1,0,0.997,0,0,0,1
0xabefbc9fd2f806065b4f3c237d4b59d9a97bcac7,0,3,0,0,2327342,1,0
0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,0,7,0,0,1955275,1,0
0x7d655c57f71464b6f83811c55d84009cd9f5221c,0,1,0,0.022,0,1,0
0xc4a748e668b5abf8055bf814091261251343c2e1,0,1,0,0,0,0,1
0x68ebe61028c7db1fbe8ff53753c4685ec545bcb3,0,1,0,3.132,0,0,0
0x67f1e5400a1e4515bed452ba35ded513a8a4ec68,1,0,0.04,0,0,0,1
0x3725ca6034bcdbc3c9ada649d49df68527661175,0,1,0,0,0,1,0
0x981c8ecd009e3e84ee1ff99266bf1461a12e5c68,0,1,0,0.08,0,0,1
0x09a3ecafa817268f77be1283176b946c4ff2e608,0,1,0,0,0,1,0
0x85917d42315734cfd735e1c35469ed685de71d80,0,2,0,0.004,29,0,1
0x1b6c5864375b34af3ff5bd2e5f40bc425b4a8d79,0,1,0,0,0,1,1
0x7d655c57f71464b6f83811c55d84009cd9f5221c,0,1,0,0.006,0,1,0
0xdef1c0ded9bec7f1a1670819833240f027b25eff,0,2,0,0,848516,1,1
0x084b1c3c81545d370f3634392de611caabff8148,0,1,0,0,0,1,1
0x27039c3d8edf2073387ccae82f3355c2aea8d6ac,0,1,0,1e-05,0,0,1
0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,0,2,0,0.045,1458082,1,1
0xe0f0cfde7ee664943906f17f7f14342e76a5cec7,2,0,4.616,0,60160,0,0
0xf1f3ca6268f330fda08418db12171c3173ee39c9,0,1,0,0,0,0,0
0x6ad3dac99c9a4a480748c566ce7b3503506e3d71,0,1,0,0.14,0,0,1
0xb14dae17768e6b0d58409f4a0b353807f1de150f,1,0,0.2,0,0,0,1
0x926baa7445d56d5e8632046409cdc7d5844ce344,0,3,0,1.18,849538,0,1
0xe419ad3d9be0013b062f9d1bef32a9f99a647307,1,1,0.109,0.265,4737253,0,1
0xf1b20cbc3ccb8e24a6d2326a0cbd12290418d5ce,0,4,0,0,917604,0,0
0x4976fb03c32e5b8cfe2b6ccb31c09ba78ebaba41,0,1,0,0,0,1,0
0xb6728bff344e2109dbb3a0c153cad65ec4bdb736,0,8,0,0.016,224158,0,1
0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,0,2,0,0.000,4216770,1,1
0x283af0b28c62c092c9727f1ee09c02ca627eb7f5,0,9,0,0.016,350,1,1
0xbf92a355c73de74969a75258e02a15a2764d4970,0,1,0,0,0,0,1
0x3666f603cc164936c1b87e207f36beba4ac5f18a,0,1,0,0,0,0,1
0x21126ac61093260d2f2ff826395885dcde37ffa2,22,0,6.601,0,25,0,1
0xa7c605a1aacb641d873c82f9b2715e87339dfd48,1,0,1e-10,0,0,0,0
0x92e130d5ed0f14199edfa050071116ca60e99aa5,0,3,0,0,408,0,1
0x737901bea3eeb88459df9ef1be8ff3ae1b42a2ba,0,9,0,0.278,681994,1,1
0x084b1c3c81545d370f3634392de611caabff8148,0,1,0,0,0,1,1
0x652716673da8401dc9f34f0fa28751f21c39e547,0,1,0,0,0,0,1
0x1454232149a0dc51e612b471fe6d3393e60d09ad,0,1,0,0,0,0,1
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0,1,0,0,0,1,0
0x5faa989af96af85384b8a938c2ede4a7378d9875,0,2,0,0,1642,0,1
0xb34411c1b05a989d81d49dc29436d5c306d0f0ab,2,2,0.025,0.120,3559217,0,0
0x4affb1bcfe20e538f35153c19db7ae9c3751a199,0,1,0,0,0,0,1
0x7d655c57f71464b6f83811c55d84009cd9f5221c,0,1,0,0.022,0,1,0
0x92be6adb6a12da0ca607f9d87db2f9978cd6ec3e,0,2,0,0.11,93628,0,1
0x283af0b28c62c092c9727f1ee09c02ca627eb7f5,0,6,0,0.028,297524,1,1
0x74f64891865918bdd51db971508af75093a73392,0,1,0,0.005,0,0,1
0x1ceb5cb57c4d4e2b2433641b95dd330a33185a44,0,1,0,0,0,1,0
0x881d40237659c251811cec9c364ef91dc08d300c,0,3,0,0.18,48770,1,0
0x4b091866ac423ecdacd8fceb5fe047cb972ed93e,0,2,0,0,247,0,1
0xa6b71e26c5e0845f74c812102ca7114b6a896ab2,0,1,0,0,0,0,1
0x6b175474e89094c44da98b954eedeac495271d0f,0,7,0,0,1588576,1,0
0xe1afe1fd76fd88f78cbf599ea1846231b8ba3b6b,0,1,0,0,0,1,0
0x5bd25d2f4f26bc82a34de016d34612a28a0cd492,0,2,0,0,4578815,0,1
0x9696f59e4d72e237be84ffd425dcad154bf96976,1,0,0.495,0,0,0,1
0xd533a949740bb3306d119cc777fa900ba034cd52,0,3,0,0,3634496,1,1
0x7cd9353471bd97bc63f1ae0e11bfefcc52a22275,1,0,0.08,0,0,0,1
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,3,0,0,2198,1,0
0xa7efae728d2936e78bda97dc267687568dd593f3,1,0,0.309,0,0,0,1
0xc2220ceff77bc1535ed300fc3cd07f00a9a321d0,1,2,0.008,0.08,2721858,0,1
0xc098b2a3aa256d2140208c3de6543aaef5cd3a94,1,0,0.096,0,0,0,1
0xf1f3ca6268f330fda08418db12171c3173ee39c9,0,3,0,0,59038,0,1
0x7a58c0be72be218b41c608b7fe7c5bb630736c71,0,1,0,0,0,1,1
0x57ab1ec28d129707052df4df418d58a2d46d5f51,0,2,0,0,10631870,1,0
0xc631058451c11a11d3799133c6a469c771ab87d8,2,0,3.0,0,1052,0,1
0x70d841fa16d8cad638beff560ec442c25f293ce8,0,1,0,0,0,0,1
0x21a31ee1afc51d94c2efccaa2092ad1028285549,1,0,0.006,0,0,0,1
0x92be6adb6a12da0ca607f9d87db2f9978cd6ec3e,0,1,0,0.000,0,0,1
0xb4bd13c83212e380c427673adcd6bfa15f3d4781,0,1,0,0.7,0,0,1
0xcd4ec7b66fbc029c116ba9ffb3e59351c20b5b06,0,3,0,0.533,445424,1,0
0xa74476443119a942de498590fe1f2454d7d4ac0d,0,2,0,0,93161411,1,0
0xa507eeb5104e74413642b91caa3a9bbdc7b979f9,1,0,3.090,0,0,0,0
0x99c9fc46f92e8a1c0dec1b1747d010903e884be1,0,1,0,9.781,0,1,0
0xa0388ffb2a3c198dee723135e0caa423840b375a,0,1,0,0.5,0,0,0
0xf00047f5538b006c5c7056e3b8f227059d1178f8,0,1,0,3.023,0,0,0
0xc67f482e418f3d3ae9438ea9091b3cb1e5504369,0,3,0,0,776760,0,1
0xd0a6e6c54dbc68db5db3a091b171a77407ff7ccf,0,1,0,0,0,1,0
0x084b1c3c81545d370f3634392de611caabff8148,0,1,0,0,0,1,1
0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,0,3,0,0,151052,1,0
0x5e4e65926ba27467555eb562121fac00d24e9dd2,0,1,0,0,0,0,0
0xaec7e1f531bb09115103c53ba76829910ec48966,0,4,0,0,111063,0,1
0x41a540ae61e8d44a13685912c21cd39825689b4f,1,0,60.0,0,0,0,1
0x6fa9f4b50e2950a8137a76649193816fb29dad2c,0,1,0,0,0,0,1
0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,1,0,1e-06,0,1,1
0x56eddb7aa87536c09ccc2793473599fd21a8b17f,1,0,0.004,0,0,0,1
0xf5c6376d88033cfa67a442893f77cbc27a563dd1,0,1,0,0,0,0,1
0x5994f4a93084c273691d9fbeabbb35d9964d5e59,0,2,0,0.104,15636968,0,1
0xc102d2544a7029f7ba04beb133deadaa57fdf6b4,0,1,0,0.000,0,0,1
0x5faa989af96af85384b8a938c2ede4a7378d9875,0,1,0,0,0,0,1
0x66da63b03feca7dd44a5bb023bb3645d3252fa32,1,0,0.12,0,0,0,0
0x1b40183efb4dd766f11bda7a7c3ad8982e998421,0,1,0,0,0,0,0
0x090d4613473dee047c3f2706764f49e0821d256e,0,1,0,0,0,1,0
0xec5f4829854d1f0478b5b7a1c6f7dc50c4545fc0,0,1,0,0,0,0,1
0xb8901acb165ed027e32754e0ffe830802919727f,0,1,0,0.024,0,0,1
0xc2f44bc508b6b50047a2f3afb1984ed105070be1,0,1,0,1.5,0,0,1
0x9696f59e4d72e237be84ffd425dcad154bf96976,1,0,0.069,0,0,0,1
0xc2220ceff77bc1535ed300fc3cd07f00a9a321d0,0,1,0,0.1,0,0,1
0xc2220ceff77bc1535ed300fc3cd07f00a9a321d0,1,0,0.028,0,0,0,1
0xb6728bff344e2109dbb3a0c153cad65ec4bdb736,0,4,0,0.008,260237,0,1
0x335eeef8e93a7a757d9e7912044d9cd264e2b2d8,0,1,0,0.07,0,0,0
0xee2ebccb7cdb34a8a822b589f9e8427c24351bfc,0,1,0,0,0,0,1
0xffeea4d613b1ed76fb6b3be83c67adad38765e9a,1,0,0.078,0,0,0,0
0x2face815247a997eaa29881c16f75fd83f4df65b,0,1,0,0,0,0,1
0xc4ba776409b47246393f6dcfc6a1092fc24fb6a2,1,0,0.05,0,0,0,1
0xb15b6b0606cf5fafe06dc885f7c77d0b969c245e,0,9,0,0.004,226819,0,0
0x4976a4a02f38326660d17bf34b431dc6e2eb2327,3,0,0.363,0,897544,0,1
0xc098b2a3aa256d2140208c3de6543aaef5cd3a94,1,0,14.06,0,0,0,0
0xba12222222228d8ba445958a75a0704d566bf2c8,0,2,0,0,14274,1,1
0xf485c5e679238f9304d986bb2fc28fe3379200e5,0,1,0,0,0,1,1
0x3ee18b2214aff97000d974cf647e7c347e8fa585,0,1,0,0,0,0,1
0x7d655c57f71464b6f83811c55d84009cd9f5221c,0,1,0,0.011,0,1,0
0xbffb152b9392e38cddc275d818a3db7fe364596b,0,3,0,0.95,19748,1,1
0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,0,1,0,0,0,1,1
0x084b1c3c81545d370f3634392de611caabff8148,0,1,0,0,0,1,1
0xe592427a0aece92de3edee1f18e0157c05861564,0,2,0,0.2,42658,1,1
0x5e4e65926ba27467555eb562121fac00d24e9dd2,0,1,0,0,0,0,1
0x16f78145ad0b9af58747e9a97ebd99175378bd3d,0,3,0,0,248,0,1
0xbb2b8038a1640196fbe3e38816f3e67cba72d940,0,1,0,0,0,1,0
0x55d398326f99059ff775485246999027b3197955,0,1,0,0,0,0,0
0xee2ebccb7cdb34a8a822b589f9e8427c24351bfc,0,1,0,0,0,0,1
0xabea9132b05a70803a4e85094fd0e1800777fbef,0,2,0,2.49,9941,1,0
0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,2,0,69.54,0,1484351,0,0
0xc102d2544a7029f7ba04beb133deadaa57fdf6b4,0,1,0,0.000,0,0,1
0xaaaaa798ebb90066788951e0fc03bc71e6bc2b51,0,1,0,0,0,1,0
0xf20511246129d7b3d676b05eaaec36da4889216f,0,1,0,0,0,0,1
0x926baa7445d56d5e8632046409cdc7d5844ce344,0,3,0,1.18,856856,0,1
0x1bd435f3c054b6e901b7b108a0ab7617c808677b,0,1,0,0,0,0,1
0x0d7486666a72fc6d98a715f883c5413ba99c0a68,0,1,0,3.041,0,0,0
0x17cd072cbd45031efc21da538c783e0ed3b25dcc,2,0,0.145,0,90200,0,0
0x8d7addb5a0af2b9256932cace3c9ec6466f852ed,1,0,1.445,0,0,0,0
0xa6714a2e5f0b1bdb97b895b0913b4fcd3a775e4d,0,1,0,0,0,1,1
0x6af2d1a67ea8421860bd7c5aaccffdbed1a71e4f,1,0,0,0,0,0,0
0xda4a4626d3e16e094de3225a751aab7128e96526,0,49,0,0.000,247356,1,0
0x21a31ee1afc51d94c2efccaa2092ad1028285549,2,0,0.194,0,2853390,0,1
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0,2,0,0,0,1,0
0x1f871de43359f13048c3cc0dc3ca9e5206abf280,0,1,0,0,0,0,0
0xa5409ec958c83c3f309868babaca7c86dcb077c1,0,1,0,0,0,1,1
0xd6b88257e91e4e4d4e990b3a858c849ef2dfde8c,0,1,0,0,0,0,1
0x7968bc6a03017ea2de509aaa816f163db0f35148,0,1,0,0,0,0,0
0x283af0b28c62c092c9727f1ee09c02ca627eb7f5,0,2,0,0.008,119,1,1
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,24,0,166.6,104976,1,0
0x7d655c57f71464b6f83811c55d84009cd9f5221c,0,1,0,0.013,0,1,0
0xbdcaab0d1392a391ac91c477fe18a85cbe855aba,0,1,0,0,0,0,1
0x18e92faead9e7ba45ca96665033ae5f99dcd82f2,1,0,0.1,0,0,0,1
0xfca59cd816ab1ead66534d82bc21e7515ce441cf,0,1,0,0,0,1,0
0x3408b204d67ba2dbca13b9c50e8a45701d8a1ca6,0,1,0,0,0,1,0
0x612e8126b11f7d2596be800278ecf2515c85aa5b,0,1,0,0.1,0,0,0
0x236f9f97e0e62388479bf9e5ba4889e46b0273c3,11,0,431.4,0,127372,0,1
0x4dc3643dbc642b72c158e7f3d2ff232df61cb6ce,0,1,0,0,0,1,0
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0,1,0,0,0,1,1
0x5bd25d2f4f26bc82a34de016d34612a28a0cd492,0,6,0,0,1399510,0,1
0xbf10a1c578aea818d27b5457817bc43ab22a1165,0,1,0,0,0,0,1
0x3d4cc8a61c7528fd86c55cfe061a78dcba48edd1,0,1,0,0,0,0,0
0x6dd9a4d5aa11aa5cefb7fbec8c21e19245c2d837,0,1,0,0,0,0,1
0xa4dc97a565e2364cdeb4efe38c0f153bccb62b01,0,14,0,59.66,2328,0,0
0x92ece48522e1acbcda4aaa8c2fbf2aa9fb15d624,0,1,0,0,0,0,1
0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,0,3,0,2.670,2945868,1,0
0xaae9f9d4fb8748feba405ce25856dc57c91bbb92,0,2,0,0,1458471,0,1
0x90e9ddd9d8d5ae4e3763d0cf856c97594dea7325,2,0,26.0,0,19652,0,1
0xc4ba776409b47246393f6dcfc6a1092fc24fb6a2,1,2,0.16,0.017,447261,0,1
0x0ee9a0bddb53389b4da3e6ee22a7bcca5924bb15,1,0,1.083,0,0,0,0
0x65da412971bfb12c597ec9c88bec80da3c3be1ab,1,1,0.058,0.265,677839,0,0
0x89509aa1d14a8e1e5364ec4c3b041213bcdbe08d,0,2,0,0,4124,0,1
0x0966a53f2533eaf01d0bb2fa0e2274f3002287f1,0,1,0,0,0,0,1
0x8ab17e2cd4f894f8641a31f99f673a5762f53c8e,0,1,0,0,0,0,1
0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0,2,0,0,72,1,0
0x2a398bba1236890fb6e9698a698a393bb8ee8674,0,1,0,0,0,0,0
0x420ab548b18911717ed7c4ccbf46371ea758458c,0,1,0,0,0,1,0
0x283af0b28c62c092c9727f1ee09c02ca627eb7f5,0,9,0,0.016,287,1,1
0xf1f3ca6268f330fda08418db12171c3173ee39c9,0,3,0,0,221488,0,1
0x103675510a219bd84ce91d1bcb82ca194d665a09,0,1,0,0,0,0,0
0x85917d42315734cfd735e1c35469ed685de71d80,0,2,0,0.005,84,0,1
0x21a31ee1afc51d94c2efccaa2092ad1028285549,1,0,0.035,0,0,0,1
0x708396f17127c42383e3b9014072679b2f60b82f,3,0,3.743,0,2111870,0,0
0xc71c454c9989ba43c6ae59f11497aa2cb6f665aa,1,0,0.508,0,0,0,0
0x28c6c06298d514db089934071355e5743bf21d60,1,0,0.873,0,0,0,0
0xb1bf5e551d89d4a0729e5f8a4d664e006ed0eef7,1,0,200.0,0,0,0,1
0x283af0b28c62c092c9727f1ee09c02ca627eb7f5,0,6,0,0.023,135,1,1
0xc8f7e62532b19a3ffce589c0047d29d492e03835,0,1,0,0,0,0,1
0xc89152306d5e329b44294a7ea85aa4791f50934d,0,1,0,75.0,0,0,1
0x9d9cd7564a569ea43e194505f60d03ce51f1a5ca,4,2,15.48,3.493,600941,0,0
0x084b1c3c81545d370f3634392de611caabff8148,0,1,0,0,0,1,1
0x26403327dea04ad801f07e700b766a5fa0ac1dce,0,1,0,0,0,0,1
0xa356867fdcea8e71aeaf87805808803806231fdc,0,1,0,0,0,0,1
0xb8901acb165ed027e32754e0ffe830802919727f,0,3,0,0.15,660956,0,0
0x7697b462a7c4ff5f8b55bdbc2f4076c2af9cf51a,0,1,0,0,0,1,1
0x92e130d5ed0f14199edfa050071116ca60e99aa5,0,1,0,0,0,0,1
0x4976a4a02f38326660d17bf34b431dc6e2eb2327,1,0,0.094,0,0,0,1
0x50119d1e5a6fcf0ee28e54d2b80f25632891c810,0,1,0,0.02,0,0,1
0x41cd1d4b2d1e34c12ab52af6618ced9500d11967,1,0,4.85,0,0,0,1
0xabea9132b05a70803a4e85094fd0e1800777fbef,0,1,0,0.005,0,1,0
0xdf5b5ee15cc96ba7d0cb6bd9b2c0fc4417ab6445,0,1,0,0,0,0,1
0xe14ab3ee81abe340b45bb26b1b166a7d2df22585,0,1,0,0,0,0,0
0xd551234ae421e3bcba99a0da6d736074f22192ff,1,0,1.292,0,0,0,0
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0,1,0,0,0,1,0
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,4,0,1.34,3041881,1,1
0x6b175474e89094c44da98b954eedeac495271d0f,0,4,0,0,143289,1,1
0x28c6c06298d514db089934071355e5743bf21d60,2,0,0.695,0,637579,0,1
0xd26114cd6ee289accf82350c8d8487fedb8a0c07,0,4,0,0,42885972,1,0
0x18f758c749c67aeac1faf14e9df9c68026606a23,0,1,0,0,0,0,1
0x32bacc8b241fb172fee18bda32527126c6f3c5f7,0,3,0,0,1559,0,0
0x264dc2dedcdcbb897561a57cba5085ca416fb7b4,0,19,0,0,107474,1,1
0x6ff0106d34feee8a8acf2e7b9168480f86b82e2f,0,2,0,0,423062,0,1
0xaf89c5e115ab3437fc965224d317d09faa66ee3e,0,1,0,0.01,0,1,0
0x883e9ef3391a43daba2dff04b64b1f2921e55c1a,0,2,0,0,140602,0,1
0xbf10a1c578aea818d27b5457817bc43ab22a1165,0,1,0,0,0,0,1
0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,0,1,0,0,0,0,0
0x21126ac61093260d2f2ff826395885dcde37ffa2,1,0,0,0,0,0,1
0x18f758c749c67aeac1faf14e9df9c68026606a23,0,2,0,0,446851,0,1
0xc098b2a3aa256d2140208c3de6543aaef5cd3a94,1,0,0.064,0,0,0,1
0x622236bb180256b6ae1a935dae08dc0356141632,0,1,0,0,0,0,0
0xd41bf6f4bb94166fb4277a92846446401e178b57,0,1,0,0.006,0,0,1
0x633b7218644b83d57d90e7299039ebab19698e9c,0,1,0,0.000,0,0,1
0xa7efae728d2936e78bda97dc267687568dd593f3,2,0,0.772,0,1139227,0,1
0x45d1f656ca86fc0bf1bacdf4e2fee9def47e0466,0,1,0,0,0,0,1
0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85,0,2,0,0,180,1,1
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0,5,0,0,153182,1,1
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0,1,0,0,0,1,0
0xb6728bff344e2109dbb3a0c153cad65ec4bdb736,0,5,0,0.01,8311,0,1
0x56015bbe3c01fe05bc30a8a9a9fd9a88917e7db3,0,1,0,0,0,1,0
0xc1eea1dfee0e53ff0c5cad0126c5caf8cd77f5c5,0,1,0,600.0,0,0,1
0x3c979fb790c86e361738ed17588c1e8b4c4cc49a,1,0,0.527,0,0,0,1
0x33c756b0c398f28fc9413126dcba3c04d307c577,0,3,0,94.80,1035833,0,0
0x94ea89d08e840fe58053bf7f059b46b6f03bdc96,1,0,3.132,0,0,0,0
0xf4d2888d29d722226fafa5d9b24f9164c092421e,0,2,0,0,1947946,0,1
0xd152f549545093347a162dce210e7293f1452150,0,1,0,0,0,1,0
0x92e130d5ed0f14199edfa050071116ca60e99aa5,0,1,0,0,0,0,1
0xabea9132b05a70803a4e85094fd0e1800777fbef,0,2,0,0.49,7989,1,0
0x7d655c57f71464b6f83811c55d84009cd9f5221c,0,1,0,0.021,0,1,0
0x70d841fa16d8cad638beff560ec442c25f293ce8,0,1,0,0,0,0,1
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,3,0,0,2102,1,0
0x90c72e3b2db16e14a43622dc47e29a73e7afe6a9,0,1,0,0.005,0,0,1
0x1b46a4b50c7ee6b50e5c57458db3736511e9e48f,0,3,0,0,1045700,0,1
0xdac17f958d2ee523a2206206994597c13d831ec7,0,2,0,0,1386,1,0
0x464fea246f3affc66992505202d649923722912a,0,1,0,0.16,0,0,0
0xa258c4606ca8206d8aa700ce2143d7db854d168c,0,3,0,0,722,1,1
0x751261f0af5e1c0eb8733eb5e961b0979e9ba7b0,0,1,0,0.3,0,0,1
0xabea9132b05a70803a4e85094fd0e1800777fbef,0,2,0,0.49,16105,1,0
0x142ca9edac4726b4bb6c5bb0451efc1d88f32bb4,0,1,0,0,0,0,0
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0,1,0,0,0,1,0
0x28c6c06298d514db089934071355e5743bf21d60,1,0,0.031,0,0,0,1
0x3f0a9e4d1b545b0909273d935a675d7e8bed6ec4,2,0,0.2,0,3010779,0,1
0x28b6683f3b4169667745ae8b264cf7857d5b506f,0,1,0,0,0,0,1
0x89509aa1d14a8e1e5364ec4c3b041213bcdbe08d,0,2,0,0,18392,0,1
